subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0026818;Muscimol;DISRUPTS;C0002708;Amygdaloid structure;6
C0667857;chromogranin A (344-364);DISRUPTS;C1325901;catecholamine secretion;11
C0008141;Chitin;DISRUPTS;C0018270;Growth;17
C0076374;Thapsigargin;DISRUPTS;C0038435;Stress;6
C0085826;Antiplatelet Agents;DISRUPTS;C0032176;Platelet aggregation;29
C0085826;Antiplatelet Agents;DISRUPTS;C0087086;Thrombus;6
C0022179;Isoflavones;DISRUPTS;C0018270;Growth;19
C0252409;anaplastic lymphoma kinase;DISRUPTS;C0018270;Growth;10
C0056978|3627;CXC chemokine IP-10|CXCL10;DISRUPTS;C0007634;Cells;9
C0061633;glycolaldehyde;DISRUPTS;C0015852;Fermentation;6
C0010934;Dactinomycin;DISRUPTS;C1140999;Contraction;7
9474;ATG5;DISRUPTS;C0007587;Cell Death;8
C0017968;Glycoproteins;DISRUPTS;C1160648;viral entry;6
C0600688;Toxic effect;DISRUPTS;C0431085;[M]Unspecified tumor cell NOS;8
C0002874;Aplastic Anemia;DISRUPTS;C0018956;Hematopoietic stem cells;6
C0086661|4609;MYC gene|MYC;DISRUPTS;C0007595;Cell Growth;10
C0166417;PPAR gamma;DISRUPTS;C0007595;Cell Growth;51
C0389071;Adiponectin;DISRUPTS;C0242606;Oxidative Stress;27
C0016327;Fluorides;DISRUPTS;C0700185;Decalcification;55
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;DISRUPTS;C0162638;Apoptosis;16
C0039350;Taurine;DISRUPTS;C0242606;Oxidative Stress;13
C0002520;Amino Acids;DISRUPTS;C0031715;Phosphorylation;20
8664;EIF3D;DISRUPTS;C0596290;Cell Proliferation;7
C1122962;gefitinib;DISRUPTS;C0007620;Cell Survival;9
C0251991;LY 294002;DISRUPTS;C0598958;Neuroprotection;10
C0003211;Anti-Inflammatory Agents, Non-Steroidal;DISRUPTS;C0030193;Pain;18
C0009325;Collagen;DISRUPTS;C0001511;Adhesions;14
C0022984;Laminin;DISRUPTS;C0001511;Adhesions;22
C0897640;tanshinone II A;DISRUPTS;C0598934;tumor growth;10
C0065538;magnolol;DISRUPTS;C0031715;Phosphorylation;6
C0809183|1030;CDKN2B gene|CDKN2B;DISRUPTS;C0596290;Cell Proliferation;6
2305;FOXM1;DISRUPTS;C0596290;Cell Proliferation;10
C0242612;Codon, Nonsense;DISRUPTS;C0040711;Translation, Genetic;8
C0002680;Ampicillin;DISRUPTS;C0018270;Growth;53
C0023821;High Density Lipoproteins;DISRUPTS;C0021368;Inflammation;24
C1447833|54739;HSXIAPAF1 protein, human|XAF1;DISRUPTS;C0162638;Apoptosis;7
C0527346;ginkgetin;DISRUPTS;C0018270;Growth;7
C0034861;Recombinant Proteins;DISRUPTS;C0007595;Cell Growth;6
C0034861;Recombinant Proteins;DISRUPTS;C0162638;Apoptosis;19
664;BNIP3;DISRUPTS;C0004391;Autophagy;9
C0064678;latrunculin B;DISRUPTS;C0026649;Movement;8
C0302583;Iron;DISRUPTS;C0035203;Respiration;9
C0968383;SP600125;DISRUPTS;C1150587;JNK activity;22
142|1302;PARP1|COL11A2;DISRUPTS;C0027651;Neoplasm;27
C0034392;Quercetin;DISRUPTS;C1516170;Cancer Cell Growth;8
C0029904;Ouabain;DISRUPTS;C0042401;Vasodilation;10
C0020281;Hydrogen Peroxide;DISRUPTS;C0243144;uptake;13
C1368111|1956;Soluble ErbB-1|EGFR;DISRUPTS;C0031715;Phosphorylation;13
C0072980;Sirolimus (substance);DISRUPTS;C0007586;Cell Cycle;11
C0069939;paeonol;DISRUPTS;C0162638;Apoptosis;10
C0001443;Adenosine;DISRUPTS;C0301872;Immune response;18
C0002006;Aldosterone;DISRUPTS;C1256369;insulin secretion;6
C0619285;1,4-dioxin;DISRUPTS;C0003261;Antibody Formation;12
C0030946;Endopeptidases;DISRUPTS;C0018270;Growth;15
C0619285;1,4-dioxin;DISRUPTS;C1155004;B-cell differentiation;7
C0168388;reboxetine;DISRUPTS;C0599702;reuptake;12
C0010467;Curcumin;DISRUPTS;C1325881;biofilm formation;13
C0015684;Fatty Acids;DISRUPTS;C0243102;enzyme activity;6
C0952626;nitidine chloride;DISRUPTS;C0007595;Cell Growth;6
C0076394;thermozymocidin;DISRUPTS;C1157397;sphingolipid biosynthesis;6
C0010654;Cysteine;DISRUPTS;C0007620;Cell Survival;8
C1332714|920;CD4 gene|CD4;DISRUPTS;C1155065;T-Cell Activation;16
C0037135;Silymarin;DISRUPTS;C0023775;Lipid Peroxidation;9
C0064138;jasmonic acid;DISRUPTS;C0018270;Growth;24
C0022023;Ions;DISRUPTS;C0031164;Permeability;7
C0041984;Uridine;DISRUPTS;C0007634;Cells;15
C1101610;MicroRNAs;DISRUPTS;C0005684;Malignant neoplasm of urinary bladder;10
C0033634|112476;Protein Kinase C|PRRT2;DISRUPTS;C0162638;Apoptosis;8
C0253023|356;Tumor Necrosis Factor Ligand Superfamily Member 6|FASLG;DISRUPTS;C1153488;apoptogenic cytochrome c release channel activity;9
C0014310;Enoxacin;DISRUPTS;C0018270;Growth;7
C0772454;GRAPE SEED EXTRACT;DISRUPTS;C0596290;Cell Proliferation;7
C0246694;MG 132;DISRUPTS;C0162638;Apoptosis;15
C0245514;troglitazone;DISRUPTS;C0031715;Phosphorylation;6
C1367307|6774;STAT3 gene|STAT3;DISRUPTS;C0007600;Cell Line;6
C0003232;Antibiotics;DISRUPTS;C0027950;neutrophil;13
C0019134;Heparin;DISRUPTS;C0007577;Cell Adhesion;21
C0008838;Cisplatin;DISRUPTS;C0031715;Phosphorylation;13
C1328819;small molecule;DISRUPTS;C0001511;Adhesions;7
C1268900;Gonadotropin-Releasing Hormone Analog;DISRUPTS;C0018270;Growth;16
C0876926;Traumatic Brain Injury;DISRUPTS;C1305865;Blood - brain barrier function;6
C0028128;Nitric Oxide;DISRUPTS;C0277785;Functional disorder;9
C0060291;ferulic acid;DISRUPTS;C0242606;Oxidative Stress;14
C0030956;Peptides;DISRUPTS;C1150423;kinase activity;13
C0005036;Benzene;DISRUPTS;C0018270;Growth;6
C0002092;Allergens;DISRUPTS;C1149309;IgE binding;50
C0242958;DNA Adducts;DISRUPTS;C0598312;DNA biosynthesis;13
C0012854;DNA;DISRUPTS;C0007613;Cell physiology;7
C0060794;fucoidan;DISRUPTS;C0007595;Cell Growth;7
C0079427;Tumor Suppressor Genes;DISRUPTS;C1515844;AKT Signaling Pathway;6
C0013227;Pharmaceutical Preparations;DISRUPTS;C0001175;Acquired Immunodeficiency Syndrome;10
C1171892|7422;VEGF protein, human|VEGFA;DISRUPTS;C0007620;Cell Survival;7
C0066772;lysophosphatidic acid;DISRUPTS;C0007634;Cells;6
C0178487;ascorbate;DISRUPTS;C0598934;tumor growth;8
C0032447;Polychlorinated Biphenyls;DISRUPTS;C0035150;Reproduction;8
C0935916;fulvestrant;DISRUPTS;C0598934;tumor growth;12
C0080124;Antisense RNA;DISRUPTS;C0162638;Apoptosis;9
C1257987;Thiazolidinediones;DISRUPTS;C0018270;Growth;20
C0041385;Tunicamycin;DISRUPTS;C0007634;Cells;14
C0033308;Progesterone;DISRUPTS;C0018270;Growth;89
C0164786|207;Proto-Oncogene Proteins c-akt|AKT1;DISRUPTS;C0007608;cell motility;39
C0813872;MK-801;DISRUPTS;C1325847;Sensitization;17
C0021758;Interleukin-4;DISRUPTS;C0020522;Delayed Hypersensitivity;7
C0769356;tectorigenin;DISRUPTS;C0021368;Inflammation;7
C0040669;Transfection;DISRUPTS;C0041904;Up-Regulation (Physiology);16
C0023828;Liposomes;DISRUPTS;C0879626;Adverse effects;27
C0135575|5829;paxillin|PXN;DISRUPTS;C0007634;Cells;8
C0051231;allyl isothiocyanate;DISRUPTS;C0005684;Malignant neoplasm of urinary bladder;6
C0031667;Phospholipase A2;DISRUPTS;C0032176;Platelet aggregation;9
C0009079;Clozapine;DISRUPTS;C0596620;glucose metabolism;6
C0140145|328;APEX1 protein, human|APEX1;DISRUPTS;C0040649;Transcription, Genetic;6
C1367731|5599;MAPK8 gene|MAPK8;DISRUPTS;C0007608;cell motility;7
C0033684;Proteins;DISRUPTS;C0036679;Diastasis;6
C0030135;Fenclonine;DISRUPTS;C1154450;serotonin biosynthesis;9
C0028147;Nitroblue Tetrazolium;DISRUPTS;C0007634;Cells;7
C0058330;dioscin;DISRUPTS;C0596290;Cell Proliferation;12
C0243192;agonists;DISRUPTS;C1181031;Apical ramus of trunk of posterior segmental artery;8
102;ADAM10;DISRUPTS;C1330957;Cytokinesis of the fertilized ovum;6
C0033603;Protamines;DISRUPTS;C0520996;Anticoagulant effect;20
C0001962;Ethanol;DISRUPTS;C0597513;Steroid biosynthesis;14
C0008377;Cholesterol;DISRUPTS;C1160602;cholesterol absorption;29
C0010592;Cyclosporine;DISRUPTS;C1150301;PPIase activity;22
C0169665|1027;cyclin-dependent kinase inhibitor 1B|CDKN1B;DISRUPTS;C0007586;Cell Cycle;16
324;APC;DISRUPTS;C0162638;Apoptosis;8
C0013355;Dynorphins;DISRUPTS;C0027882;Neurons;6
C0812204|4830;NME1 gene|NME1;DISRUPTS;C0027627;Neoplasm Metastasis;14
C0211726;anandamide;DISRUPTS;C1140999;Contraction;11
C1171892|7422;VEGF protein, human|VEGFA;DISRUPTS;C0035298;Retina;9
C0065654;mangiferin;DISRUPTS;C1518440;Nuclear Translocation;6
C1332823|7852;CXCR4 gene|CXCR4;DISRUPTS;C0001511;Adhesions;6
C0965644;HIF1alpha protein;DISRUPTS;C0302600;Angiogenesis;8
C0021641|3630;Insulin|INS;DISRUPTS;C0028754;Obesity;7
C0079633;Interleukin-8;DISRUPTS;C0021368;Inflammation;8
C0282554;chemokine;DISRUPTS;C0021368;Inflammation;24
C1336636|7099;TLR4 gene|TLR4;DISRUPTS;C1155099;cytokine biosynthesis;6
C1101610;MicroRNAs;DISRUPTS;C1335302;Pancreatic Ductal Adenocarcinoma;7
C0022457|3845;K-ras Oncogene|KRAS;DISRUPTS;C0598934;tumor growth;10
C0061202;Genistein;DISRUPTS;C0007600;Cell Line;7
C0002062;Alkaloids;DISRUPTS;C0597295;Protein Biosynthesis;9
C0596577;Flavonoids;DISRUPTS;C0596290;Cell Proliferation;25
C0243192;agonists;DISRUPTS;C0242606;Oxidative Stress;10
C0012854;DNA;DISRUPTS;C1330957;Cytokinesis of the fertilized ovum;28
C0010467;Curcumin;DISRUPTS;C0013081;Down-Regulation;7
C0085296|3725;Proto-Oncogene Proteins c-jun|JUN;DISRUPTS;C0162638;Apoptosis;12
C0021758;Interleukin-4;DISRUPTS;C0598934;tumor growth;7
7422;VEGFA;DISRUPTS;C0018270;Growth;26
C0017337;Genes;DISRUPTS;C0086982;Signal Transduction Pathways;12
C0003320;Antigens;DISRUPTS;C0004561;B-Lymphocytes;7
C0004057;Aspirin;DISRUPTS;C0162638;Apoptosis;19
C0004057;Aspirin;DISRUPTS;C0596290;Cell Proliferation;32
C0538161;Tumor necrosis factor receptor 11b;DISRUPTS;C0162638;Apoptosis;8
C0220795;benzoate;DISRUPTS;C0018270;Growth;7
C1610033|3439;Interferon Alpha, Human|IFNA1;DISRUPTS;C0031715;Phosphorylation;10
C0033684;Proteins;DISRUPTS;C0243102;enzyme activity;53
C0023828;Liposomes;DISRUPTS;C0431085;[M]Unspecified tumor cell NOS;9
C0021753;Interleukin-1 beta;DISRUPTS;C0037083;Signal Transduction;7
C1448177|7124;TNF protein, human|TNF;DISRUPTS;C0037083;Signal Transduction;34
C0012854;DNA;DISRUPTS;C0598175;Chromosome Segregation;7
C0385469;integrin-linked kinase;DISRUPTS;C0031715;Phosphorylation;17
C0023820;Lipoproteins;DISRUPTS;C0243144;uptake;13
C0010467;Curcumin;DISRUPTS;C1519689;Tumor Promotion;25
C0175677;Injury;DISRUPTS;C0751982;Neutrophil Infiltration;25
C0021740;Recombinant Interferon-gamma;DISRUPTS;C0598934;tumor growth;24
C0055661;chrysin;DISRUPTS;C0596290;Cell Proliferation;7
C0028754;Obesity;DISRUPTS;C1159884;adipocyte differentiation;11
C0001047;Acetylcysteine;DISRUPTS;C0021368;Inflammation;8
C0162832|324;APC gene|APC;DISRUPTS;C0596402;cytotoxicity;10
C0017725;Glucose;DISRUPTS;C0021368;Inflammation;13
C1565114;Apoptosis Inhibiting Proteins;DISRUPTS;C0007587;Cell Death;10
C0529099;Estrogen Receptor beta;DISRUPTS;C0018270;Growth;12
C0165603;atovaquone;DISRUPTS;C0018270;Growth;17
C0076611;thymoquinone;DISRUPTS;C0598934;tumor growth;6
C0033684;Proteins;DISRUPTS;C0475358;Tumor tissue sample;6
C0046319;2-methoxyestradiol;DISRUPTS;C0026046;Microtubules;7
C0046319;2-methoxyestradiol;DISRUPTS;C0598934;tumor growth;7
C0017986;Glycyrrhetinic Acid;DISRUPTS;C0018270;Growth;10
C0012091;Diclofenac;DISRUPTS;C0013604;Edema;9
C0024467;Magnesium;DISRUPTS;C0018270;Growth;19
C0360714;Hydroxymethylglutaryl-CoA Reductase Inhibitors;DISRUPTS;C0741923;CARDIAC EVENT;6
C0018338;Cyclic GMP;DISRUPTS;C0032176;Platelet aggregation;18
C0035668;RNA;DISRUPTS;C0016315;Fluorescence;6
C0051844|283;angiogenin|ANG;DISRUPTS;C0031715;Phosphorylation;9
C0026153;Mimosine;DISRUPTS;C0598312;DNA biosynthesis;20
C0972232|26291;fibroblast growth factor 21|FGF21;DISRUPTS;C0015695;Fatty Liver;7
C0212146;CGP 37157;DISRUPTS;C1153198;antiporter activity;10
C0113293;Dexmedetomidine;DISRUPTS;C1155266;Inflammatory Response;26
C0021760;Interleukin-6;DISRUPTS;C1326081;dendritic cell differentiation;7
C0966897;hepcidin;DISRUPTS;C0023884;Liver;8
C0013227;Pharmaceutical Preparations;DISRUPTS;C0008018;Chemotaxis;15
C0003286;Anticonvulsants;DISRUPTS;C0036572;Seizures;24
C0062073;habekacin;DISRUPTS;C0018270;Growth;10
C0663241;linezolid;DISRUPTS;C0018270;Growth;16
C0207932;panipenem;DISRUPTS;C0018270;Growth;10
C0020933;Imipenem;DISRUPTS;C0018270;Growth;18
C0541153;fropenem;DISRUPTS;C0018270;Growth;7
C0246584;cefozopran;DISRUPTS;C0018270;Growth;11
C0052919;bafilomycin A1;DISRUPTS;C1148926;adenosinetriphosphatase activity;7
C0016658;Fracture;DISRUPTS;C0005974;Bone Resorption;7
C1366394|6776;STAT5A protein, human|STAT5A;DISRUPTS;C0018270;Growth;15
C0012544;Diphosphonates;DISRUPTS;C0006142;Malignant neoplasm of breast;9
C0001962;Ethanol;DISRUPTS;C0023946;Locomotion;6
C0013030;Dopamine;DISRUPTS;C1256369;insulin secretion;13
C1328819;small molecule;DISRUPTS;C1527118;Protein Function;8
C0596577;Flavonoids;DISRUPTS;C1155266;Inflammatory Response;22
C0008168;Chloramphenicol;DISRUPTS;C0544570;Bactericidal activity;7
C0032433;Polyamines;DISRUPTS;C0018270;Growth;47
C0282553;CXC Chemokines;DISRUPTS;C0302600;Angiogenesis;7
C0030956;Peptides;DISRUPTS;C0027882;Neurons;11
C0162772;Reactive Oxygen Species;DISRUPTS;C0037848;Sperm Motility;11
C1176309;bortezomib;DISRUPTS;C0162638;Apoptosis;14
C0110613;Connexin 43;DISRUPTS;C1154413;Intercellular Communication;25
4170;MCL1;DISRUPTS;C0162638;Apoptosis;7
C0077678;ubiquitin-protein ligase;DISRUPTS;C0040649;Transcription, Genetic;8
C0003316;Epitopes;DISRUPTS;C0027651;Neoplasm;6
C0001617;Adrenal Cortex Hormones;DISRUPTS;C0012634;Disease;11
C0136123;Perindopril;DISRUPTS;C0005823;Blood Pressure;37
C0057317;Hepatitis delta Antigens;DISRUPTS;C1328949;RNA replication;7
C0597357;receptor;DISRUPTS;C0596290;Cell Proliferation;34
C0023810;Lipopolysaccharides;DISRUPTS;C1155266;Inflammatory Response;25
C0003240;Macrolide Antibiotics;DISRUPTS;C0597295;Protein Biosynthesis;11
C0080059|6714;Proto-Oncogene Protein pp60 (c-src)|SRC;DISRUPTS;C0596290;Cell Proliferation;13
C1568245;Endocrine Disruptors;DISRUPTS;C0678896;Endocrine function;15
C0243192;agonists;DISRUPTS;C0599861;noradrenergic;6
C0052796;Azithromycin;DISRUPTS;C0021368;Inflammation;6
C0071196|7035;tissue-factor-pathway inhibitor 2|TFPI;DISRUPTS;C0018270;Growth;8
C0664750;deguelin;DISRUPTS;C0018270;Growth;15
C0162772;Reactive Oxygen Species;DISRUPTS;C0599732;cell injury;8
C0165519;Gelatinase B;DISRUPTS;C0015350;Extracellular Matrix;32
C1519595;Transcript;DISRUPTS;C0007586;Cell Cycle;8
C0076316;tetrandrine;DISRUPTS;C0007620;Cell Survival;9
C0599745;lipid mediator;DISRUPTS;C0021368;Inflammation;10
C0000545;Eicosapentaenoic Acid;DISRUPTS;C0032176;Platelet aggregation;18
C0032615;Polyunsaturated Fatty Acids;DISRUPTS;C0032176;Platelet aggregation;12
C1367790|6606;Small Nuclear Ribonucleoprotein Polypeptide F|SMN1;DISRUPTS;C0031715;Phosphorylation;6
C0003250;Monoclonal Antibodies;DISRUPTS;C0039195;T-Lymphocytes, Cytotoxic;44
C0020960;Immune Sera;DISRUPTS;C0039195;T-Lymphocytes, Cytotoxic;7
C0078517;wortmannin;DISRUPTS;C0031308;Phagocytosis;8
C1448177|7124;TNF protein, human|TNF;DISRUPTS;C0035203;Respiration;7
C0054036;Brefeldin A;DISRUPTS;C0018270;Growth;12
C0072108;Proliferating Cell Nuclear Antigen;DISRUPTS;C0031715;Phosphorylation;11
C0162768;Fusion Protein;DISRUPTS;C0162638;Apoptosis;16
C0004475;Azacitidine;DISRUPTS;C0596290;Cell Proliferation;8
C0021403;Influenza virus vaccine;DISRUPTS;C0011065;Cessation of life;6
C0028128;Nitric Oxide;DISRUPTS;C0019868;Homeostasis;15
C0042071;Urokinase;DISRUPTS;C0007608;cell motility;10
C0596902;Membrane Transport Proteins;DISRUPTS;C0599702;reuptake;9
C0003402;Antioxidants;DISRUPTS;C0007595;Cell Growth;14
C0003402;Antioxidants;DISRUPTS;C0013081;Down-Regulation;8
C1527392;Immunomodulators;DISRUPTS;C0018270;Growth;6
C0025598;Metformin;DISRUPTS;C0027651;Neoplasm;11
C0040690;Transforming Growth Factor beta;DISRUPTS;C0598312;DNA biosynthesis;17
C0162493;Transcriptional Activation;DISRUPTS;C0597295;Protein Biosynthesis;9
C0966897;hepcidin;DISRUPTS;C0014819;Erythropoiesis;8
9531;BAG3;DISRUPTS;C0243102;enzyme activity;7
C0087071;Telomerase;DISRUPTS;C0085187;telomere;22
C1099354;RNA, Small Interfering;DISRUPTS;C0037083;Signal Transduction;17
C1448177|7124;TNF protein, human|TNF;DISRUPTS;C0003873;Rheumatoid Arthritis;13
C0060794;fucoidan;DISRUPTS;C0596290;Cell Proliferation;6
C1367307|6774;STAT3 gene|STAT3;DISRUPTS;C0037083;Signal Transduction;8
C1099354;RNA, Small Interfering;DISRUPTS;C1516019;Antiinflammatory Effect;9
C0002072;Alkanesulfonates;DISRUPTS;C0018270;Growth;6
C0030016;Oxidoreductase;DISRUPTS;C0596454;disulfide bond;9
C0015919;Fertilizers;DISRUPTS;C0233929;Emission;35
C0060559;fluorocitrate;DISRUPTS;C0027836;Neuroglia;6
C1565154;Sodium-Glucose Transporter 2;DISRUPTS;C0011860;Diabetes Mellitus, Non-Insulin-Dependent;6
C1311076|6608;SMO protein, human|SMO;DISRUPTS;C0018270;Growth;9
C0021576;Insecticides;DISRUPTS;C0018270;Growth;19
C0074405;sesamin;DISRUPTS;C0031715;Phosphorylation;7
C0071649;polyphenols;DISRUPTS;C0596290;Cell Proliferation;23
C0011015;Daunorubicin;DISRUPTS;C0007634;Cells;8
C0001551;Immunologic Adjuvants;DISRUPTS;C0021368;Inflammation;7
C0011015;Daunorubicin;DISRUPTS;C0596290;Cell Proliferation;9
C0910167;caspase-9;DISRUPTS;C0007620;Cell Survival;13
C0078755;Zeolites;DISRUPTS;C0233929;Emission;8
C0290149;Angiostatins;DISRUPTS;C1519670;Tumor Angiogenesis;11
C0026187;Minocycline;DISRUPTS;C0338656;Impaired cognition;8
C0812237|558;AXL gene|AXL;DISRUPTS;C0596290;Cell Proliferation;7
C0027893;neuropeptide Y;DISRUPTS;C0003467;Anxiety;6
C0025810;Methylphenidate;DISRUPTS;C0243144;uptake;15
9140;ATG12;DISRUPTS;C0004391;Autophagy;10
C0026549;Morphine;DISRUPTS;C0234194;Nociception;15
C0212602;melanotan-II;DISRUPTS;C0013470;Eating;9
C0060369;Fibroblast Growth Factor Receptors;DISRUPTS;C0031715;Phosphorylation;7
C0002880;Autoimmune hemolytic anemia;DISRUPTS;C0014792;Erythrocytes;19
C0111208;Cytotoxic T-Lymphocyte-Associated Protein 4;DISRUPTS;C1327413;cytokine production;6
C0008377;Cholesterol;DISRUPTS;C0021826;Intestinal Absorption;13
C0043242;Superficial abrasion;DISRUPTS;C0018270;Growth;8
C0003682;Arabinose;DISRUPTS;C0018270;Growth;9
C0002520;Amino Acids;DISRUPTS;C1148846;RNA Binding;7
C0036733;Serine Proteinase Inhibitors;DISRUPTS;C0243102;enzyme activity;21
C0034802|1956;Epidermal Growth Factor Receptor|EGFR;DISRUPTS;C0007620;Cell Survival;8
C0032086;Phytotoxin;DISRUPTS;C0242735;Germination;8
C0073096;resveratrol;DISRUPTS;C1150572;protein kinase C activity;6
C0015637;Farnesol;DISRUPTS;C0007634;Cells;6
C0020242;Hydrocarbons;DISRUPTS;C0599946;attenuation;10
C1519595;Transcript;DISRUPTS;C0242606;Oxidative Stress;6
C1332818|9547;CXCL14 gene|CXCL14;DISRUPTS;C0018270;Growth;6
C0033371|5617;Prolactin|PRL;DISRUPTS;C0302600;Angiogenesis;11
C0083536;NG-Nitroarginine Methyl Ester;DISRUPTS;C0017654;Glomerular Filtration Rate;7
C0064280;kaempferol;DISRUPTS;C0021368;Inflammation;8
6098;ROS1;DISRUPTS;C1153488;apoptogenic cytochrome c release channel activity;6
C0060992;galangin;DISRUPTS;C0018270;Growth;10
C0056580;cucurbitacin B;DISRUPTS;C0598934;tumor growth;12
C0005525;Biological Response Modifiers;DISRUPTS;C0301872;Immune response;10
C0021756;Interleukin-2;DISRUPTS;C0022687;Lymphokine-Activated Killer Cells;6
C0010467;Curcumin;DISRUPTS;C0334227;Tumor cells, malignant;20
C0717758;Etanercept;DISRUPTS;C0012634;Disease;9
2776|3977|10908;GNAQ|LIFR|PNPLA6;DISRUPTS;C0037322;Sleep, REM;10
142|1302;PARP1|COL11A2;DISRUPTS;C0162638;Apoptosis;31
C0040845;Tretinoin;DISRUPTS;C1140999;Contraction;9
C0298067;pirfenidone;DISRUPTS;C0031715;Phosphorylation;7
C1136170;Virulence Factors;DISRUPTS;C0301872;Immune response;15
C0023610|2796;Gonadorelin|GNRH1;DISRUPTS;C0029045;Oocytes;12
C0069639;oridonin;DISRUPTS;C0007620;Cell Survival;7
C0036581;Selenium;DISRUPTS;C1512981;Mammary Tumorigenesis;8
C0027353;Nalidixic Acid;DISRUPTS;C0598312;DNA biosynthesis;30
C0036581;Selenium;DISRUPTS;C0598934;tumor growth;7
C0036581;Selenium;DISRUPTS;C1458155;Mammary Neoplasms;6
C0025219;Melatonin;DISRUPTS;C0007608;cell motility;15
C0282554;chemokine;DISRUPTS;C0332448;Infiltration;16
114548;NLRP3;DISRUPTS;C1155266;Inflammatory Response;7
C0038323;Sterols;DISRUPTS;C0018270;Growth;20
C0059438;epigallocatechin gallate;DISRUPTS;C0086982;Signal Transduction Pathways;15
C0034809;Glucocorticoid Receptor;DISRUPTS;C0021368;Inflammation;11
C0001962;Ethanol;DISRUPTS;C0041904;Up-Regulation (Physiology);9
C0017337;Genes;DISRUPTS;C0026845;Muscle;13
C0049065;5-aza-2'-deoxycytidine;DISRUPTS;C0007634;Cells;6
C0065011;link protein;DISRUPTS;C0007587;Cell Death;6
C0021311;Infection;DISRUPTS;C1155046;T-Cell Proliferation;7
C1366562|3684;ITGAM gene|ITGAM;DISRUPTS;C1155065;T-Cell Activation;7
C1366562|3684;ITGAM gene|ITGAM;DISRUPTS;C0039194;T-Lymphocyte;7
C0079189;cytokine;DISRUPTS;C0039198;Regulatory T-Lymphocytes;7
C0049322;5-methylurapidil;DISRUPTS;C1140999;Contraction;9
C0018096;Gossypol;DISRUPTS;C1153488;apoptogenic cytochrome c release channel activity;7
C0041538;Ubiquitin;DISRUPTS;C0007634;Cells;7
729230;CCR2;DISRUPTS;C0024432;macrophage;6
C0381943|6502;Skp2 Proteins|SKP2;DISRUPTS;C0018270;Growth;9
C0025219;Melatonin;DISRUPTS;C0243144;uptake;20
C0042874;Vitamin E;DISRUPTS;C0376358;Malignant neoplasm of prostate;6
C0065331;lycopene;DISRUPTS;C0376358;Malignant neoplasm of prostate;18
C0042874;Vitamin E;DISRUPTS;C0018270;Growth;26
C1101610;MicroRNAs;DISRUPTS;C0029433;Osteogenesis;11
C0004057;Aspirin;DISRUPTS;C0013604;Edema;12
C0524851;Neurodegenerative Disorders;DISRUPTS;C0027882;Neurons;20
C0015846;Fentanyl;DISRUPTS;C0035203;Respiration;7
C0075189;Stathmin;DISRUPTS;C0018270;Growth;7
C0002062;Alkaloids;DISRUPTS;C0021368;Inflammation;9
C0013227;Pharmaceutical Preparations;DISRUPTS;C0019693;HIV Infections;13
C0056606;curcumol;DISRUPTS;C0018270;Growth;9
C0027603;Neomycin;DISRUPTS;C0018270;Growth;13
C0028458;Novobiocin;DISRUPTS;C0018270;Growth;21
C0105770;beta catenin;DISRUPTS;C0037083;Signal Transduction;20
C0063710;Receptors, Interleukin-1;DISRUPTS;C0021368;Inflammation;9
2551|4780;GABPA|NFE2L2;DISRUPTS;C0598934;tumor growth;8
C0033497;Propranolol;DISRUPTS;C0003467;Anxiety;7
10678|146712;B3GNT2|B3GNTL1;DISRUPTS;C0007634;Cells;14
C0021641|3630;Insulin|INS;DISRUPTS;C1256369;insulin secretion;50
C0038766;Sulfonylurea Compounds;DISRUPTS;C0020615;hypoglycemia;6
C0596087;Angiogenesis Inhibitors;DISRUPTS;C0005847;Blood Vessels;15
C0013227;Pharmaceutical Preparations;DISRUPTS;C0005847;Blood Vessels;13
C1321894;Menin;DISRUPTS;C0596290;Cell Proliferation;6
C0059438;epigallocatechin gallate;DISRUPTS;C0242606;Oxidative Stress;22
C0003968;Ascorbic Acid;DISRUPTS;C0017952;Glycolysis;6
C0019932;Hormones;DISRUPTS;C0162638;Apoptosis;8
C1334889;NOTCH1 gene;DISRUPTS;C0598934;tumor growth;6
C0021665;Insulin-Like Growth Factor I;DISRUPTS;C0242606;Oxidative Stress;8
23411;SIRT1;DISRUPTS;C0007581;Cell Aging;6
C0026818;Muscimol;DISRUPTS;C0034936;Reflex, Conditioned;9
C0035871;Rotenone;DISRUPTS;C0013846;Electron Transport;17
C0003250;Monoclonal Antibodies;DISRUPTS;C1261468;Cell fusion;11
C0069515|2064;erbB-2 Receptor|ERBB2;DISRUPTS;C0596290;Cell Proliferation;9
C0080059|6714;Proto-Oncogene Protein pp60 (c-src)|SRC;DISRUPTS;C0018270;Growth;33
C0249197|1026;CDKN1A gene|CDKN1A;DISRUPTS;C0596290;Cell Proliferation;7
C0025219;Melatonin;DISRUPTS;C0023693;Light;6
C0215825|133;adrenomedullin|ADM;DISRUPTS;C0162638;Apoptosis;25
C0017725;Glucose;DISRUPTS;C0030281;Structure of beta Cell of islet;7
C0079189;cytokine;DISRUPTS;C1512753;Inflammation Process;18
C0021081;Immunosuppressive Agents;DISRUPTS;C0039194;T-Lymphocyte;15
C1101610;MicroRNAs;DISRUPTS;C0333262;Vesicle;6
