subject_cui;subject_name;predicate;object_cui;object_name;frequency
C0002313;alpha-Thrombin;STIMULATES;C0007634;Cells;14
C0003343;Viral Tumor Antigens;STIMULATES;C0007634;Cells;19
C0382336;nociceptin;STIMULATES;C0253201;ORL1 receptor;11
C0002712;Amylases;STIMULATES;C0008328;Cholecystokinin;9
C0018061;Gonadotropins;STIMULATES;C0014939;Estrogens;24
C0070948;Phosphotyrosine;STIMULATES;C0031727;Phosphotransferases;8
C0005367;Bicarbonates;STIMULATES;C0003075;Anions;16
C0054252;Buthionine Sulfoximine;STIMULATES;C0017817;Glutathione;16
C0033554;Prostaglandins;STIMULATES;C0014442;Enzymes;6
C0729663;Maternal antibody;STIMULATES;C0003241;Antibodies;10
C0027481;Atrial Natriuretic Factor;STIMULATES;C0003779;Argipressin;12
C0169911;harpin;STIMULATES;C0031727;Phosphotransferases;9
C0005404;Bile Salts;STIMULATES;C0008362;Choleretics;10
C0015131;Etomidate;STIMULATES;C0016904;gamma-Aminobutyric Acid;19
C0752312;Mitogen-Activated Protein Kinases;STIMULATES;C0812215|5894;RAF1 gene|RAF1;12
760;CA2;STIMULATES;C0022023;Ions;32
C0085296|3725;Proto-Oncogene Proteins c-jun|JUN;STIMULATES;C0002059;Alkaline Phosphatase;22
C0026667;Melanocyte stimulating hormone;STIMULATES;C1513094;Melanogenesis;14
C0027754|4803;Nerve Growth Factors|NGF;STIMULATES;C1519726;Tyrosine Phosphorylation;65
C1367721|1950;EGF gene|EGF;STIMULATES;C0597357;receptor;6
C0021755;Interleukin-1;STIMULATES;C0026473;monocyte;23
C0678812;systemic administration;STIMULATES;C0013470;Eating;16
C0021740;Recombinant Interferon-gamma;STIMULATES;C0026473;monocyte;128
C0001480;Adenosine Triphosphate;STIMULATES;C0001459;Adenosine Diphosphate;7
C0597357;receptor;STIMULATES;C0001271;Actins;14
C0040162;Thyrotropin-Releasing Hormone;STIMULATES;C0036751;Serotonin;6
C0752312;Mitogen-Activated Protein Kinases;STIMULATES;C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;30
C0079459;Granulocyte Colony-Stimulating Factor;STIMULATES;C1448177|7124;TNF protein, human|TNF;7
C0021665;Insulin-Like Growth Factor I;STIMULATES;C0017911;Glycogen;13
C0006675;Calcium;STIMULATES;C0001473|1769;ATP phosphohydrolase|DNAH8;20
C0007004;Carbohydrates;STIMULATES;C0021641;Insulin;13
C0016055;Fibronectins;STIMULATES;C1519726;Tyrosine Phosphorylation;29
C0023206;Lectin;STIMULATES;C0024264;Lymphocyte;101
C0376180|2520;Gastrin|GAST;STIMULATES;C1519726;Tyrosine Phosphorylation;6
C0021758;Interleukin-4;STIMULATES;C0085379;Muromonab-CD3;24
C0021760;Interleukin-6;STIMULATES;C0085379;Muromonab-CD3;8
C0919425|1543;CYP1A1 gene|CYP1A1;STIMULATES;C0243102;enzyme activity;8
C0042670;Vinblastine;STIMULATES;C0041348;Tubulin;28
C0021757;Interleukin-3;STIMULATES;C0019588;Histamine;16
C0021757;Interleukin-3;STIMULATES;C0021760;Interleukin-6;16
C0028351;Norepinephrine;STIMULATES;C0237795;Pressors;62
C0036751;Serotonin;STIMULATES;C0237795;Pressors;22
C0011777;Dexamethasone;STIMULATES;C0003297;Antiemetics;7
C0012054;Bucladesine;STIMULATES;C0041487|6898;TYROSINE AMINOTRANSFERASE|TAT;10
C0001455;Cyclic AMP;STIMULATES;C0029282;Ornithine Decarboxylase;11
C0008356;Cholera Toxin;STIMULATES;C0031715;Phosphorylation;8
760;CA2;STIMULATES;C0013618;Edetic Acid;12
C0021757|3562;Interleukin-3|IL3;STIMULATES;C0007634;Cells;65
C0207072;glial cell-line derived neurotrophic factor;STIMULATES;C0027882;Neurons;19
C0028128;Nitric Oxide;STIMULATES;C0033567;Epoprostenol;14
C0006675;Calcium;STIMULATES;C0018338;Cyclic GMP;26
C0002520;Amino Acids;STIMULATES;C0001924;Albumins;8
C0029936;Ovariectomy;STIMULATES;C0013470;Eating;12
C0034790|6962;T-Cell Receptor|TRBV20OR9-2;STIMULATES;C0033634;Protein Kinase C;8
C0031686;Protein phosphatase;STIMULATES;C0054450;Calcineurin;6
C1366571|3576;IL8 gene|CXCL8;STIMULATES;C0016327;Fluorides;7
C0012010;Diazepam;STIMULATES;C0013227;Pharmaceutical Preparations;12
C1312062|6464;SHC1 protein, human|SHC1;STIMULATES;C0242275|1950;Epidermal Growth Factor|EGF;8
C0733470|3439;human leukocyte interferon|IFNA1;STIMULATES;C0086860;Promoter (Genetics);9
C0001898;Alanine;STIMULATES;C0017687|2641;Glucagon|GCG;9
C0009170;Cocaine;STIMULATES;C0006675;Calcium;7
C0038585;Substance P;STIMULATES;C0027882;Neurons;63
C0034830;Nicotinic Receptors;STIMULATES;760;CA2;16
C0025252;Membrane Proteins;STIMULATES;C0039194;T-Lymphocyte;25
C0016904;gamma-Aminobutyric Acid;STIMULATES;760;CA2;35
C0000431;3MC;STIMULATES;C0031412;Phenobarbital;6
C0033308;Progesterone;STIMULATES;C0002844;Androgens;8
C0033308;Progesterone;STIMULATES;C0038317;Steroids;17
C0079189;cytokine;STIMULATES;C0882849;CD34+ cell;9
C0038317;Steroids;STIMULATES;C0033371|5617;Prolactin|PRL;13
820;CAMP;STIMULATES;C0014597;Epithelial Cells;7
C0006772;Calmodulin;STIMULATES;C0001476|760;Ca(2+)-Transporting ATPase|CA2;76
C0021760;Interleukin-6;STIMULATES;C0021757;Interleukin-3;6
C0003695;Arachidonic Acid;STIMULATES;C1333201;Cytosolic Phospholipase A2;12
C0021757|3562;Interleukin-3|IL3;STIMULATES;C1513528;Mouse Cell Line;6
C0031676;Phospholipids;STIMULATES;C0040018;Thrombin;27
C0014939;Estrogens;STIMULATES;C1366563|7031;TFF1 gene|TFF1;14
C0025234;Melitten;STIMULATES;C1149842;phospholipase A2 activity;13
C0039771;Theophylline;STIMULATES;C0001455;Cyclic AMP;85
C0002844;Androgens;STIMULATES;C0029282;Ornithine Decarboxylase;10
C0065864;Medroxyprogesterone 17-Acetate;STIMULATES;C0035696;RNA, Messenger;10
C0033306;Progestins;STIMULATES;C0035696;RNA, Messenger;6
C0033308;Progesterone;STIMULATES;C0030190;Plasminogen Activator Inhibitor 1;6
C0042071;Urokinase;STIMULATES;C0030190;Plasminogen Activator Inhibitor 1;15
C0031412;Phenobarbital;STIMULATES;C0684287;aldehyde dehydrogenases;19
C0619285;1,4-dioxin;STIMULATES;C0684287;aldehyde dehydrogenases;6
C1449704;Fibrates;STIMULATES;C0023821;High Density Lipoproteins;9
C0444420;Calcium ionophore;STIMULATES;C0006675;Calcium;16
C0038317;Steroids;STIMULATES;C0021665;Insulin-Like Growth Factor I;10
C0012968;Docosahexaenoic Acids;STIMULATES;C0032615;Polyunsaturated Fatty Acids;7
810|8048|23406;CALML3|CSRP3|COTL1;STIMULATES;C0597304;Proteolysis;10
C0012472;Dinoprostone;STIMULATES;C0006100;Bradykinin;23
C0086123;Deoxycholate;STIMULATES;C0014442;Enzymes;7
C0038734;Sulfhydryl Compounds;STIMULATES;C0079904;NF-kappa B;8
C0002844;Androgens;STIMULATES;C1141639|1081|3342|93659;Human Chorionic Gonadotropin|CGA|HTC2|CGB5;8
C1141639|1081|3342|93659;Human Chorionic Gonadotropin|CGA|HTC2|CGB5;STIMULATES;C0038148;Stanolone;6
C0619285;1,4-dioxin;STIMULATES;C0020364;Mixed Function Oxygenases;15
C0003250;Monoclonal Antibodies;STIMULATES;C1518997;Peripheral Blood Lymphocyte;8
C0033684;Proteins;STIMULATES;C0027950;neutrophil;49
C0001041;Acetylcholine;STIMULATES;C0206128;Autoreceptors;7
C0005390;Bile Acids;STIMULATES;C0008396;Cholesterol 7-alpha-Monooxygenase;6
C0040162;Thyrotropin-Releasing Hormone;STIMULATES;C0021554;Inositol Phosphates;20
C0020281;Hydrogen Peroxide;STIMULATES;C0017837;Glutathione S-Transferase;7
6010|29984;RHO|RHOD;STIMULATES;C0389995;Rho-associated kinase;11
C0243192;agonists;STIMULATES;C0033554;Prostaglandins;25
C0003320;Antigens;STIMULATES;C0031727;Phosphotransferases;9
C0003250;Monoclonal Antibodies;STIMULATES;C0037868;sperm cell;14
C0064841;leukotoxin;STIMULATES;C0023546;Leukotriene B4;7
C0076374;Thapsigargin;STIMULATES;C0079904;NF-kappa B;7
C0079281;Endothelin-1;STIMULATES;C0002006;Aldosterone;27
C0022949;Lactose;STIMULATES;C0005220;beta-Galactosidase;18
C0087111;Therapeutic procedure;STIMULATES;C0578019;Normal growth;7
C0038836;Superoxides;STIMULATES;C0387583;cyclooxygenase 2;6
C0009014;Clonidine;STIMULATES;C0034784;alpha-adrenergic receptor;17
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C1332714|920;CD4 gene|CD4;10
C0003695;Arachidonic Acid;STIMULATES;C0032172;Platelet Activating Factor;12
C0083507|136319;myotrophin|MTPN;STIMULATES;C0597295;Protein Biosynthesis;9
C0007412;Catecholamines;STIMULATES;C0002006;Aldosterone;6
C0084440;S-allylcysteine;STIMULATES;2551|4780;GABPA|NFE2L2;6
C0030298;Pancreatic Polypeptide;STIMULATES;C0017710;Glucocorticoids;6
C0021740;Recombinant Interferon-gamma;STIMULATES;C0023689;Ligase;6
C0077932;urotensin II;STIMULATES;C0031715;Phosphorylation;18
C0077932;urotensin II;STIMULATES;C0162772;Reactive Oxygen Species;11
C0001271;Actins;STIMULATES;760;CA2;11
C0012472;Dinoprostone;STIMULATES;C0031621;Phosphatidylinositols;6
C0059570|2057;Erythropoietin Receptor|EPOR;STIMULATES;C1335875|6776;STAT5A gene|STAT5A;9
C0015501;Factor Va;STIMULATES;C0033621;Protein C;45
23038;WDTC1;STIMULATES;C0001443;Adenosine;6
C0243192;agonists;STIMULATES;C0002006;Aldosterone;27
C0013227;Pharmaceutical Preparations;STIMULATES;C0033567;Epoprostenol;20
C0032200;Platelet-Derived Growth Factor;STIMULATES;C0086982;Signal Transduction Pathways;20
C1367721|1950;EGF gene|EGF;STIMULATES;C0086982;Signal Transduction Pathways;7
C1448177|7124;TNF protein, human|TNF;STIMULATES;C0018284;Growth Factor;18
C0072454|4342;MOS pp39 Serine/Threonine Kinase|MOS;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;6
C0014264;Endotoxins;STIMULATES;C0035696;RNA, Messenger;25
C0021755;Interleukin-1;STIMULATES;C0010132;Corticotropin-Releasing Hormone;13
C0031727;Phosphotransferases;STIMULATES;C0074398;Serum Response Factor;6
C0021753;Interleukin-1 beta;STIMULATES;C0597879;Immunoreactivity;16
C0080059|6714;Proto-Oncogene Protein pp60 (c-src)|SRC;STIMULATES;C1150423;kinase activity;15
C0597357;receptor;STIMULATES;C0752348;Heterotrimeric GTP-Binding Proteins;14
C0003250;Monoclonal Antibodies;STIMULATES;C0014792;Erythrocytes;12
C0040018;Thrombin;STIMULATES;C0021547;Inositol;14
5879;RAC1;STIMULATES;C0072402;Protein-Serine-Threonine Kinases;8
C1366537|998;CDC42 gene|CDC42;STIMULATES;C0072402;Protein-Serine-Threonine Kinases;10
C0013030;Dopamine;STIMULATES;C0066908;Receptors, Opioid, mu;7
C0043552;Zymosan;STIMULATES;C0008013;Chemotactic Factors;8
C0025853;Metoclopramide;STIMULATES;C0033371|5617;Prolactin|PRL;36
C0026408;Monensin;STIMULATES;C0021084;Immunotoxins;7
C0038323;Sterols;STIMULATES;C0030016;Oxidoreductase;10
C0220839;Glutamate;STIMULATES;C0022917;Lactate Dehydrogenase;8
C0031858;Phytohemagglutinins;STIMULATES;C0004561;B-Lymphocytes;17
C0242275|1950;Epidermal Growth Factor|EGF;STIMULATES;C1150481;PI3K activity;11
C0018284;Growth Factor;STIMULATES;C0012854;DNA;14
C0021764;Interleukins;STIMULATES;C0023810;Lipopolysaccharides;9
C1567756;Benzodioxoles;STIMULATES;C0010762;Cytochrome P450;6
C0006100;Bradykinin;STIMULATES;C0019588;Histamine;6
C0031412;Phenobarbital;STIMULATES;1555|1556;CYP2B6|CYP2B7P;7
C0282553;CXC Chemokines;STIMULATES;C0039194;T-Lymphocyte;10
C0038585;Substance P;STIMULATES;C0006669;Calcitonin Gene-Related Peptide;12
C0920643;reactive oxygen intermediate;STIMULATES;C0079904;NF-kappa B;24
C0014822;Erythropoietin;STIMULATES;C0086982;Signal Transduction Pathways;6
C0021757;Interleukin-3;STIMULATES;C0086982;Signal Transduction Pathways;6
C1335439|100616102|100862685|100862688;Polymerase|ERVK-9|ERVK-19|ERVK-11;STIMULATES;C0035668;RNA;9
C0025611;Methamphetamine;STIMULATES;C0071827;pre-prodynorphin;8
C0015259;Exercise;STIMULATES;C0543467;Operative Surgical Procedures;16
C0030054;Oxygen;STIMULATES;C0068355;NADPH Oxidase;6
C0001455;Cyclic AMP;STIMULATES;C0002335;Alprostadil;15
C0243192;agonists;STIMULATES;C0033567;Epoprostenol;26
C0020362;Hydroxylamine;STIMULATES;C0025635;Methemoglobin;7
C0018850;Heat shock proteins;STIMULATES;C0079189;cytokine;10
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;STIMULATES;C0597094;nuclease;21
C0019588;Histamine;STIMULATES;C0033371;Prolactin;9
C0302920;Molecular oxygen;STIMULATES;C0030054;Oxygen;8
C0021756;Interleukin-2;STIMULATES;C0123759;Interleukin-12;14
C0008286;Chlorpromazine;STIMULATES;C0033371|5617;Prolactin|PRL;11
C0031586;Phorbol Esters;STIMULATES;C0029282;Ornithine Decarboxylase;16
C1367601|5327;PLAT gene|PLAT;STIMULATES;C0029282;Ornithine Decarboxylase;26
C0016026;Fibroblast Growth Factor;STIMULATES;C0031727;Phosphotransferases;15
C0039635;Tetrachlorodibenzodioxin;STIMULATES;C0052441;Aryl Hydrocarbon Receptor;33
C0031412;Phenobarbital;STIMULATES;C0000644;7-Alkoxycoumarin O-Dealkylase;9
760;CA2;STIMULATES;C0027120;Myosin Light Chain Kinase;20
C0031399;Phenethylamines;STIMULATES;C0013030;Dopamine;7
C0001963;Methanol;STIMULATES;316;AOX1;12
C0023825;Very low density lipoprotein;STIMULATES;C0041004;Triglycerides;26
C0040052|7066;Thrombopoietin|THPO;STIMULATES;C1519726;Tyrosine Phosphorylation;14
C0031412;Phenobarbital;STIMULATES;1555;CYP2B6;31
C0003009;Angiotensin II;STIMULATES;C0035100|5972;Chymosin|REN;16
C0035100|5972;Chymosin|REN;STIMULATES;C0072249|5972;Prorenin|REN;13
C1334435;Luc Gene;STIMULATES;C0024075;Luciferases;20
718|100862689;C3|ERVK-3;STIMULATES;C0009507;Complement C3 Convertases;7
C0009325;Collagen;STIMULATES;C0031669;Phospholipase C;8
C0040018;Thrombin;STIMULATES;C0031669;Phospholipase C;42
C0917834;U-44619;STIMULATES;C0031669;Phospholipase C;8
C0009325;Collagen;STIMULATES;C0033634;Protein Kinase C;12
C0040018;Thrombin;STIMULATES;C0033634;Protein Kinase C;40
C0917834;U-44619;STIMULATES;C0033634;Protein Kinase C;9
C0003009;Angiotensin II;STIMULATES;C1150120;renin activity;28
C0031727;Phosphotransferases;STIMULATES;C0085828;Transcription Factor AP-1;6
C0033551;Prostaglandin-Endoperoxide Synthase;STIMULATES;C0007634;Cells;14
C0220839;Glutamate;STIMULATES;C0597879;Immunoreactivity;10
3700;ITIH4;STIMULATES;C0085295;Interleukin-10;8
3700;ITIH4;STIMULATES;C0024432;macrophage;9
C0002335;Alprostadil;STIMULATES;C0001492;Adenylate Cyclase;133
C0002335;Alprostadil;STIMULATES;C1151015;adenylate cyclase activity;72
C0162326;DNA Sequence;STIMULATES;C0003320;Antigens;7
C0028351;Norepinephrine;STIMULATES;C0018338;Cyclic GMP;41
C0887847;GTP-Binding Protein alpha Subunits;STIMULATES;C0086376;GTP-Binding Proteins;6
C0085295;Interleukin-10;STIMULATES;C0018894;Helper-Inducer T-Lymphocyte;7
C0081889;calmodulin-dependent protein kinase IV;STIMULATES;C0031715;Phosphorylation;8
C0600251;Interleukin-1 alpha;STIMULATES;C0012472;Dinoprostone;43
C0019932;Hormones;STIMULATES;C0001455;Cyclic AMP;65
C0014264;Endotoxins;STIMULATES;C0132555;Nitric Oxide Synthase;51
C0021753|3553;Interleukin-1 beta|IL1B;STIMULATES;C0012472;Dinoprostone;16
C0600388;Extracellular Signal Regulated Kinases;STIMULATES;C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;9
C1451465|1398;CRK protein, human|CRK;STIMULATES;C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;12
C0001443;Adenosine;STIMULATES;C0243192;agonists;9
C1257893;Pathogenicity Islands;STIMULATES;C0079904;NF-kappa B;7
C0065864;Medroxyprogesterone 17-Acetate;STIMULATES;C0033371|5617;Prolactin|PRL;7
C0032172;Platelet Activating Factor;STIMULATES;C0071234;platelet activating factor receptor;22
C0021759;Interleukin-5;STIMULATES;C0034819;Interleukin 2 Receptor;7
C0079904;NF-kappa B;STIMULATES;C0021756;Interleukin-2;11
C0025424;Mercury;STIMULATES;C0162772;Reactive Oxygen Species;8
C0023816|4023;LIPOPROTEIN LIPASE|LPL;STIMULATES;C0007634;Cells;9
C0600251;Interleukin-1 alpha;STIMULATES;C0064294;Fibroblast Growth Factor 7;6
C0006100;Bradykinin;STIMULATES;C1255099;Free Calcium;10
C0009392;Colony-Stimulating Factors;STIMULATES;C0018183;granulocyte;12
C0002092;Allergens;STIMULATES;C0079633;Interleukin-8;6
C0033634;Protein Kinase C;STIMULATES;C1153198;antiporter activity;17
C0021756;Interleukin-2;STIMULATES;C0023206;Lectin;10
C0069456;oltipraz;STIMULATES;C0026027;Microsomal Epoxide Hydrolase;8
C0006938;Captopril;STIMULATES;C0022714;Kinins;10
C1522405;Recombinant Interleukin-2;STIMULATES;C0007634;Cells;26
C0039635;Tetrachlorodibenzodioxin;STIMULATES;C0024075;Luciferases;9
C0005919;Bombesin;STIMULATES;C0008328;Cholecystokinin;13
C0007367;CATALASE;STIMULATES;C1565860;prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase), human;11
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;969;CD69;6
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C0021756;Interleukin-2;36
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C0085295;Interleukin-10;6
C0023206;Lectin;STIMULATES;C0001801;agglutination;61
C0021547;Inositol;STIMULATES;C0243192;agonists;6
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;STIMULATES;C0033554;Prostaglandins;7
C0021760|3569;Interleukin-6|IL6;STIMULATES;C0016006;Fibrinogen;10
C0001963;Methanol;STIMULATES;C0007012;Carbon Dioxide;6
C0043791;1,2-diacylglycerol;STIMULATES;C0034783;Adrenergic Receptor;7
C0021758;Interleukin-4;STIMULATES;C1367009|958;TNFRSF5 gene|CD40;15
C0031507;Phenytoin;STIMULATES;C0006949;Carbamazepine;11
C0392939;recombinant human thrombopoietin;STIMULATES;C0025166;Megakaryocytes;7
C0016601;Forskolin;STIMULATES;C0013030;Dopamine;10
760;CA2;STIMULATES;C1153437;ryanodine-sensitive calcium-release channel activity;25
C0001407;Adenine;STIMULATES;C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;12
C0040106;Thymosin;STIMULATES;C0039194;T-Lymphocyte;9
C0079189;cytokine;STIMULATES;C0018850;Heat shock proteins;16
C0018284;Growth Factor;STIMULATES;C0040688;Transforming Growth Factor alpha;6
C0003402;Antioxidants;STIMULATES;C0002059;Alkaline Phosphatase;13
C0010592;Cyclosporine;STIMULATES;C0079284;Endothelin;7
C0020281;Hydrogen Peroxide;STIMULATES;C0002059;Alkaline Phosphatase;12
C0163305;pyrrolidine dithiocarbamate;STIMULATES;C0002059;Alkaline Phosphatase;7
C0014264;Endotoxins;STIMULATES;C0012472;Dinoprostone;19
C0010132;Corticotropin-Releasing Hormone;STIMULATES;C0085940|2353;FOS gene|FOS;20
C0020281;Hydrogen Peroxide;STIMULATES;C0048451;4-methoxyamphetamine;6
C0041236;TRYPSIN;STIMULATES;C0031640;phosphoric diester hydrolase;35
C0023810;Lipopolysaccharides;STIMULATES;C0019764;HLA-DR Antigens;10
C0030095;Oxytocin;STIMULATES;C0033561;Prostaglandins F;11
C0079883;N-Methylaspartate;STIMULATES;C1152805;N-methyl-D-aspartate selective glutamate receptor activity;6
C0376261;Lactate;STIMULATES;C0017861;Glycerol;6
C0243042;Inflammation Mediators;STIMULATES;C0023810;Lipopolysaccharides;24
C0079284;Endothelin;STIMULATES;C0031670;Phospholipase D;8
C0033684;Proteins;STIMULATES;C0029282;Ornithine Decarboxylase;7
C0001962;Ethanol;STIMULATES;C0031670;Phospholipase D;11
C0032821;Potassium;STIMULATES;C0008203;Chlorides;15
C0037473;Sodium;STIMULATES;C0008203;Chlorides;20
C0597357;receptor;STIMULATES;C0079281;Endothelin-1;18
C0030946;Endopeptidases;STIMULATES;C0009498;Complement System Proteins;11
820;CAMP;STIMULATES;C0001655|5443;Corticotropin|POMC;23
C0039654;Tetradecanoylphorbol Acetate;STIMULATES;C0006675;Calcium;23
C1367601|5327;PLAT gene|PLAT;STIMULATES;C0001655|5443;Corticotropin|POMC;6
C0079427;Tumor Suppressor Genes;STIMULATES;1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;10
C0017375|6898;tat Genes|TAT;STIMULATES;C0035679;RNA Polymerase II;6
C0034917;Reduced Glutathione;STIMULATES;C0017817;Glutathione;12
C0032172;Platelet Activating Factor;STIMULATES;C0033551;Prostaglandin-Endoperoxide Synthase;11
C0001041;Acetylcholine;STIMULATES;C0018338;Cyclic GMP;114
C0021753|3553;Interleukin-1 beta|IL1B;STIMULATES;C0026473;monocyte;7
C0021753|3553;Interleukin-1 beta|IL1B;STIMULATES;C0027950;neutrophil;6
C0009325;Collagen;STIMULATES;C0040061;Thromboxanes;14
C0039286;Tamoxifen;STIMULATES;C0242958;DNA Adducts;23
C0041455;Collagen Type I;STIMULATES;C0040690;Transforming Growth Factor beta;13
C0033554;Prostaglandins;STIMULATES;C0001455;Cyclic AMP;53
C0243192;agonists;STIMULATES;C0033371|5617;Prolactin|PRL;15
C0878412;A-23187;STIMULATES;C0001455;Cyclic AMP;10
C0032172;Platelet Activating Factor;STIMULATES;C0012472;Dinoprostone;34
C0021665;Insulin-Like Growth Factor I;STIMULATES;C0017725;Glucose;15
C0140279;retinoic acid receptor alpha;STIMULATES;C0140280|5915;RARB protein, human|RARB;6
C0073992;salmeterol;STIMULATES;C0001455;Cyclic AMP;8
C0030095;Oxytocin;STIMULATES;C1149848;phospholipase C activity;6
C0123905;ipsapirone;STIMULATES;C0020268;Hydrocortisone;6
C0023767;Lipid A;STIMULATES;C0028128;Nitric Oxide;9
C0619285;1,4-dioxin;STIMULATES;C1332826|1544;CYP1A2 gene|CYP1A2;33
1026|9338|27065|644914;CDKN1A|TCEAL1|NSG1|H3F3AP6;STIMULATES;C1334043;Homologous Gene;8
C0040018;Thrombin;STIMULATES;C0001455;Cyclic AMP;14
C0040018;Thrombin;STIMULATES;C0033554;Prostaglandins;12
C0021756;Interleukin-2;STIMULATES;C0044602;1-Phosphatidylinositol 3-Kinase;9
C0001041;Acetylcholine;STIMULATES;C0010124;Corticosterone;6
C0033371|5617;Prolactin|PRL;STIMULATES;C0040648;TRANSCRIPTION FACTOR;6
C0036860;Carbaryl;STIMULATES;C0919425|1543;CYP1A1 gene|CYP1A1;7
C0079460|1437;Granulocyte-Macrophage Colony-Stimulating Factor|CSF2;STIMULATES;C0024432;macrophage;6
C0038636;Sucrose;STIMULATES;C0001962;Ethanol;9
C0052441;Aryl Hydrocarbon Receptor;STIMULATES;C0919425|1543;CYP1A1 gene|CYP1A1;22
C0376261;Lactate;STIMULATES;C0017725;Glucose;54
C1533685;Injection procedure;STIMULATES;C1510470;Motility;10
C0682972;G-Protein-Coupled Receptors;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;44
C0018296;Guanosine Triphosphate Phosphohydrolases;STIMULATES;C1366537|998;CDC42 gene|CDC42;12
C0220839;Glutamate;STIMULATES;C0032821;Potassium;18
C0009117;Coagulants;STIMULATES;C0015518;Factor X;11
C0030520;Parathyroid Hormones;STIMULATES;C0006675;Calcium;7
C0079419|7157;TP53 gene|TP53;STIMULATES;C0034802|1956;Epidermal Growth Factor Receptor|EGFR;8
C0015688;Fatty Acids, Nonesterified;STIMULATES;C0017725;Glucose;49
C0079419|7157;TP53 gene|TP53;STIMULATES;C0005456;Binding Sites;6
C0027754;Nerve Growth Factors;STIMULATES;1523|3059|7133|11168|27036;CUX1|HCLS1|TNFRSF1B|PSIP1|SIGLEC7;8
C0014822;Erythropoietin;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;6
C0033684;Proteins;STIMULATES;C0020960;Immune Sera;20
C1366571|3576;IL8 gene|CXCL8;STIMULATES;C0001492;Adenylate Cyclase;104
C0012854;DNA;STIMULATES;C0011519;Deoxyribonuclease I;8
C0172463;indium arsenide;STIMULATES;760;CA2;6
C0078517;wortmannin;STIMULATES;C0752312;Mitogen-Activated Protein Kinases;14
C0063758;iodized salt;STIMULATES;C0021968;Iodine;6
C0013030;Dopamine;STIMULATES;C0870883;Metabolites;7
C0027754;Nerve Growth Factors;STIMULATES;C0041491|7054;Tyrosine 3-Monooxygenase|TH;7
C0079419|7157;TP53 gene|TP53;STIMULATES;1026;CDKN1A;13
C0021756;Interleukin-2;STIMULATES;C0368761;Blast Cell;13
C0016410;Folic Acid;STIMULATES;C0178638;Folate;45
C0123759;Interleukin-12;STIMULATES;C0009013;Clone Cells;6
C0040690;Transforming Growth Factor beta;STIMULATES;C0076088;Tenascin;16
C0076088;Tenascin;STIMULATES;C0007634;Cells;7
C0003241;Antibodies;STIMULATES;C0282109;Holoenzymes;6
C0012854;DNA;STIMULATES;C0031858;Phytohemagglutinins;10
C0021665;Insulin-Like Growth Factor I;STIMULATES;C0299583|3952;Leptin|LEP;13
760;CA2;STIMULATES;C0001492;Adenylate Cyclase;43
C0069456;oltipraz;STIMULATES;C0014442;Enzymes;14
C0003595|348;Apolipoprotein E|APOE;STIMULATES;C0206116;Microglia;10
C0012472;Dinoprostone;STIMULATES;C0031669;Phospholipase C;8
C0030095;Oxytocin;STIMULATES;C0031669;Phospholipase C;12
C0079189;cytokine;STIMULATES;C0206364;Receptor Protein-Tyrosine Kinases;9
C0003695;Arachidonic Acid;STIMULATES;C0004057;Aspirin;17
C0003695;Arachidonic Acid;STIMULATES;C0021246;Indomethacin;13
C0005210;beta-Endorphin;STIMULATES;C0033371|5617;Prolactin|PRL;17
C0012854;DNA;STIMULATES;C1335439;Polymerase;7
C0021753;Interleukin-1 beta;STIMULATES;C0030190|5054|5055;Plasminogen Activator Inhibitor 1|SERPINE1|SERPINB2;6
C0600434;Peroxisome Proliferators;STIMULATES;C0050690;acyl-CoA oxidase;6
C0035668;RNA;STIMULATES;C0085301|2353;Proto-Oncogene Proteins c-fos|FOS;7
C0001471;Receptors, Purinergic P1;STIMULATES;C0001443;Adenosine;19
C0023810;Lipopolysaccharides;STIMULATES;C0170168|2048|5594;Mitogen Activated Protein Kinase 1|EPHB2|MAPK1;9
C0380603;Fibroblast Growth Factor 2;STIMULATES;C0035696;RNA, Messenger;23
C1312062|6464;SHC1 protein, human|SHC1;STIMULATES;3265;HRAS;8
C0037657;Somatomedins;STIMULATES;C0597295;Protein Biosynthesis;10
C1366832|51761;ATPase, Aminophospholipid Transporter-Like, Class I, Type 8A, Member 2|ATP8A2;STIMULATES;C0243192;agonists;10
C0243192;agonists;STIMULATES;C0018061;Gonadotropins;24
